"id","manu_code","manufile_manu_name","created_at","updated_at","row_creator_id","manufile_manu_code_an2","manufile_manu_code_an3","packed_cost_pcode_1","packed_cost_percent_1","packed_cost_pcode_2","packed_cost_percent_2","packed_cost_pcode_3","packed_cost_percent_3","packed_cost_pcode_4","packed_cost_percent_4","packed_cost_pcode_5","packed_cost_percent_5","packed_cost_pcode_6","packed_cost_percent_6","packed_cost_pcode_7","packed_cost_percent_7","packed_cost_pcode_8","packed_cost_percent_8","packed_cost_pcode_9","packed_cost_percent_9","packed_cost_pcode_10","packed_cost_percent_10","manufile_warranty_code_1","manufile_warranty_desc_1","manufile_warranty_length_1","manufile_warranty_period_1","manufile_warranty_code_2","manufile_warranty_desc_2","manufile_warranty_length_2","manufile_warranty_period_2","manufile_warranty_code_3","manufile_warranty_desc_3","manufile_warranty_length_3","manufile_warranty_period_3","manufile_warranty_code_4","manufile_warranty_desc_4","manufile_warranty_length_4","manufile_warranty_period_4","manufile_warranty_code_5","manufile_warranty_desc_5","manufile_warranty_length_5","manufile_warranty_period_5","manufile_warranty_code_6","manufile_warranty_desc_6","manufile_warranty_length_6","manufile_warranty_period_6","manufile_warranty_code_7","manufile_warranty_desc_7","manufile_warranty_length_7","manufile_warranty_period_7","manufile_warranty_code_8","manufile_warranty_desc_8","manufile_warranty_length_8","manufile_warranty_period_8","manufile_warranty_code_9","manufile_warranty_desc_9","manufile_warranty_length_9","manufile_warranty_period_9","manufile_warranty_code_10","manufile_warranty_desc_10","manufile_warranty_length_10","manufile_warranty_period_10","ht_etl_schema"
"143","FST","FIRESTONE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"FS","FST",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"144","FTH","FATHEM","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"FT","FTH",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"145","FUL","FUEL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"FU","FUL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"146","FUZ","FUZION","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"FU","FUZ",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"147","FXW","FX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"FX","FXW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"148","GDL","GRANDLAND","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GD","GDL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"149","GDW","GOLD WAY","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GD","GDW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"150","GDY","GOODYEAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GD","GDY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"151","GEN","GENIUS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GE","GEN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"152","GER","GEAR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GE","GER",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"153","GGR","GENERAL GRABBER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GG","GGR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"154","GIA","GIANELLE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GI","GIA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"155","GIN","GINELL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GI","GIN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"156","GIO","GIOVANNA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GI","GIO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"157","GIT","GITANO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GI","GIT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"158","GLD","GLADIATOR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GL","GLD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"159","GLF","GREENLEAF","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GL","GLF",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"160","GLN","G-LINE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GL","GLN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"161","GMA","GIMA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GM","GMA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"162","GMR","GMC REPS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GM","GMR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"163","GMX","GREEN MAX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GM","GMX",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"164","GNR","GENERAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GN","GNR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"165","GNS","GENESIS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GN","GNS",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"166","GO4","G-04","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GO","GO4",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"167","GOM","GOLD MAX","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GO","GOM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"168","GRD","GOODRIDE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GR","GRD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"169","GRE","GREED","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GR","GRE",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"170","GRL","GRENLANDER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GR","GRL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"171","GRN","GREEN LENDERS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GR","GRN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"172","GRP","GRIPPER","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GR","GRP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"173","GTA","GT RADIAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GT","GTA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"174","GTL","GRANTLAND","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GT","GTL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"175","GTR","GTR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GT","GTR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"176","GWG","GOLD WING","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"GW","GWG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"177","HAD","HAIDA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HA","HAD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"178","HCO","HARDCORE OFFROAD","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HC","HCO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"179","HD","HD","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HD","HD",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"180","HDC","HARDEN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HD","HDC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"181","HDR","HARDCORE OFFROAD","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HD","HDR",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"182","HEL","HELO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HE","HEL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"183","HH","HEAVY HITTERS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HH","HH",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"184","HID","HIDA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HI","HID",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"185","HIG","HIGHASA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HI","HIG",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"186","HKO","HANKOOK","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HK","HKO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"187","HLC","HELLCAT","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HL","HLC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"188","HOY","HOYO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HO","HOY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"189","HRC","HERCULES","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HR","HRC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"190","HRN","HIRUN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HR","HRN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"191","HRO","HARD ROCK OFFROAD","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HR","HRO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"192","HTL","HOSTILE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HT","HTL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"193","HVC","HAVOC","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HV","HVC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"194","HVK","HAVOK","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"HV","HVK",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"195","ICB","INCUBUS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IC","ICB",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"196","ICW","ICW","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IC","ICW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"197","IDW","ID","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"ID","IDW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"198","IMP","IMPINE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IM","IMP",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"199","ION","ION","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IO","ION",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"200","IRC","IROC","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IR","IRC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"201","IRM","IRONMAN","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IR","IRM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"202","IRN","IRON","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IR","IRN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"203","ITM","ITM UNI-SENSOR","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"IT","ITM",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"204","K2O","K2 OFFROAD","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"K2","K2O",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"205","KAN","KANATI","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KA","KAN",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"206","KDL","KENDAL","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KD","KDL",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"207","KHO","KUMHO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KH","KHO",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"208","KIT","KLUTCH","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KI","KIT",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"209","KLE","KINDLE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KL","KLE",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"210","KLY","KELLY EDGE","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KL","KLY",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"211","KMC","KMC WHEELS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KM","KMC",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"212","KND","KENDA","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KN","KND",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"213","KNK","KRONIK","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KN","KNK",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"214","KON","KONIG","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KO","KON",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"215","KOW","KO","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KO","KOW",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
"216","KPA","KPATOS","2021-10-08 04:18:21.729673","2021-10-08 04:18:21.729673",,"KP","KPA",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,"0.000",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"public"
